date,state,17-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,other,total
2007-10-17,Sabah,12,6,4,6,1,5,2,0,0,0,36
2007-10-18,Sabah,1,0,2,0,1,0,0,0,0,0,4
2007-10-19,Sabah,0,1,1,0,2,0,0,0,0,0,4
2007-10-20,Sabah,22,20,5,7,5,5,2,3,0,0,69
2007-10-21,Sabah,47,9,10,5,10,6,1,0,1,0,89
2007-10-22,Sabah,12,6,8,6,9,2,2,0,0,0,45
2007-10-23,Sabah,33,14,19,8,7,2,2,2,0,0,87
2007-10-24,Sabah,7,16,12,5,7,2,0,4,1,0,54
2007-10-25,Sabah,25,31,7,6,5,2,0,0,0,0,76
2007-10-26,Sabah,7,3,2,2,2,2,1,0,0,0,19
2007-10-27,Sabah,10,27,9,7,7,1,1,0,0,0,62
2007-10-28,Sabah,2,0,0,1,2,0,0,0,0,0,5
2007-10-29,Sabah,16,12,12,4,2,3,0,0,0,0,49
2007-10-30,Sabah,49,13,8,6,5,4,2,0,0,0,87
2007-10-31,Sabah,24,19,8,8,11,5,2,3,0,0,80
2007-11-01,Sabah,2,4,1,1,2,3,0,0,0,0,13
2007-11-02,Sabah,30,2,0,0,0,0,0,0,0,0,32
2007-11-03,Sabah,4,5,1,1,2,1,0,0,0,0,14
2007-11-04,Sabah,17,16,9,11,10,10,8,3,0,0,84
2007-11-05,Sabah,1,0,0,0,0,1,1,0,0,0,3
2007-11-06,Sabah,16,5,4,3,1,2,4,0,0,0,35
2007-11-07,Sabah,17,15,17,11,15,15,6,1,1,0,98
2007-11-08,Sabah,4,3,2,1,1,3,1,0,0,0,15
2007-11-09,Sabah,1,6,0,1,0,0,0,0,0,0,8
2007-11-10,Sabah,59,20,13,10,14,4,7,0,0,0,127
2007-11-11,Sabah,14,11,9,9,9,6,14,1,0,0,73
2007-11-12,Sabah,3,7,2,1,3,2,0,0,0,0,18
2007-11-13,Sabah,8,11,12,16,7,2,2,0,0,0,58
2007-11-14,Sabah,46,3,3,2,0,0,0,0,0,0,54
2007-11-15,Sabah,6,8,4,2,1,2,0,0,0,0,23
2007-11-16,Sabah,10,12,7,3,5,1,2,0,0,0,40
2007-11-17,Sabah,32,19,11,11,3,3,1,0,0,0,80
2007-11-18,Sabah,12,8,7,7,4,5,1,0,0,0,44
2007-11-19,Sabah,3,7,0,11,2,3,0,0,0,0,26
2007-11-20,Sabah,1,2,2,2,1,2,0,1,0,0,11
2007-11-21,Sabah,6,6,6,2,4,1,0,0,0,0,25
2007-11-22,Sabah,25,13,10,18,8,7,2,2,0,5,90
2007-11-23,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-11-24,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-11-25,Sabah,12,15,10,5,4,3,4,2,1,1,57
2007-11-26,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-11-27,Sabah,2,0,2,2,2,1,0,0,0,0,9
2007-11-28,Sabah,1,3,0,2,3,1,0,0,0,0,10
2007-11-29,Sabah,2,6,2,7,1,1,1,0,0,0,20
2007-11-30,Sabah,5,2,7,5,1,0,0,1,0,1,22
2007-12-01,Sabah,4,2,3,2,2,5,0,0,0,0,18
2007-12-02,Sabah,5,3,4,3,4,2,0,0,0,0,21
2007-12-03,Sabah,1,4,1,2,0,1,1,0,0,0,10
2007-12-04,Sabah,1,6,4,3,1,1,1,0,0,0,17
2007-12-05,Sabah,21,5,10,5,2,2,1,1,0,0,47
2007-12-06,Sabah,45,4,4,4,3,5,2,2,0,0,69
2007-12-07,Sabah,34,15,11,7,0,4,0,0,0,1,72
2007-12-08,Sabah,6,3,2,2,2,0,1,0,0,0,16
2007-12-09,Sabah,26,11,10,14,22,10,8,5,0,1,107
2007-12-10,Sabah,9,10,11,7,6,6,2,0,0,0,51
2007-12-11,Sabah,4,7,3,2,1,2,0,0,0,0,19
2007-12-12,Sabah,4,5,3,5,1,0,1,0,0,0,19
2007-12-13,Sabah,17,16,11,12,2,0,1,4,0,1,64
2007-12-14,Sabah,3,0,1,1,2,1,1,0,0,1,10
2007-12-15,Sabah,20,20,11,10,8,10,5,2,0,0,86
2007-12-16,Sabah,25,17,18,20,11,17,17,12,2,1,140
2007-12-17,Sabah,3,5,1,2,0,1,2,0,0,0,14
2007-12-18,Sabah,8,5,6,7,2,5,2,0,0,0,35
2007-12-19,Sabah,2,3,2,1,4,3,1,0,0,0,16
2007-12-20,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-12-21,Sabah,2,5,3,1,1,4,1,0,0,0,17
2007-12-22,Sabah,4,1,1,2,0,0,0,0,0,0,8
2007-12-23,Sabah,24,23,14,3,15,6,5,1,0,1,92
2007-12-24,Sabah,2,0,0,0,0,0,0,0,0,0,2
2007-12-25,Sabah,1,0,1,1,1,0,1,0,0,0,5
2007-12-26,Sabah,0,1,0,0,0,1,0,0,0,0,2
2007-12-27,Sabah,8,8,5,5,0,3,0,1,0,0,30
2007-12-28,Sabah,5,3,3,4,4,3,0,1,0,0,23
2007-12-29,Sabah,1,4,1,2,0,1,0,0,0,0,9
2007-12-30,Sabah,4,0,0,0,1,0,0,0,0,0,5
2007-12-31,Sabah,7,12,6,5,12,10,2,0,0,0,54
2008-01-01,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-01-02,Sabah,1,0,0,2,1,0,0,0,0,0,4
2008-01-03,Sabah,1,1,3,1,2,1,1,0,0,0,10
2008-01-04,Sabah,4,5,1,1,1,1,2,1,0,0,16
2008-01-05,Sabah,8,0,2,0,0,0,0,0,0,0,10
2008-01-06,Sabah,8,1,2,3,1,5,0,0,0,0,20
2008-01-07,Sabah,9,3,2,5,2,1,0,0,0,0,22
2008-01-08,Sabah,25,16,12,5,12,7,6,2,0,1,86
2008-01-09,Sabah,21,9,8,11,3,1,2,0,0,1,56
2008-01-10,Sabah,20,9,9,5,5,5,1,2,0,1,57
2008-01-11,Sabah,10,5,3,5,3,3,2,0,0,0,31
2008-01-12,Sabah,1,4,0,2,0,0,0,1,0,0,8
2008-01-13,Sabah,11,4,1,1,0,1,0,3,0,0,21
2008-01-14,Sabah,21,5,8,10,2,2,14,1,0,1,64
2008-01-15,Sabah,12,12,10,5,9,4,2,0,0,0,54
2008-01-16,Sabah,17,6,12,5,2,1,0,0,0,0,43
2008-01-17,Sabah,9,11,10,6,4,2,3,0,0,0,45
2008-01-18,Sabah,31,8,7,1,4,1,1,0,0,0,53
2008-01-19,Sabah,9,10,2,7,2,1,0,0,0,0,31
2008-01-20,Sabah,12,12,8,11,8,8,2,1,0,0,62
2008-01-21,Sabah,14,4,5,7,6,3,2,0,0,1,42
2008-01-22,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-01-23,Sabah,0,2,2,1,0,0,0,0,0,0,5
2008-01-24,Sabah,8,10,2,7,3,2,2,1,0,0,35
2008-01-25,Sabah,3,6,4,2,0,1,0,0,0,0,16
2008-01-26,Sabah,47,1,0,3,0,0,0,0,0,0,51
2008-01-27,Sabah,9,6,6,4,6,3,0,1,0,0,35
2008-01-28,Sabah,41,12,3,4,2,1,0,0,0,0,63
2008-01-29,Sabah,19,9,4,8,1,3,0,0,0,0,44
2008-01-30,Sabah,6,0,1,0,0,1,0,0,0,0,8
2008-01-31,Sabah,50,18,19,4,7,1,0,1,0,0,100
2008-02-01,Sabah,0,1,2,2,0,0,0,0,0,0,5
2008-02-02,Sabah,11,6,5,3,1,1,2,0,0,0,29
2008-02-03,Sabah,1,6,2,0,2,0,1,1,0,0,13
2008-02-04,Sabah,50,6,0,0,1,1,0,0,0,0,58
2008-02-05,Sabah,0,0,1,0,0,1,0,1,0,0,3
2008-02-06,Sabah,1,2,0,1,1,0,1,2,0,0,8
2008-02-07,Sabah,7,2,0,0,0,1,0,0,0,0,10
2008-02-08,Sabah,4,1,0,2,3,0,0,0,0,0,10
2008-02-09,Sabah,2,4,3,0,1,4,0,0,0,0,14
2008-02-10,Sabah,0,0,0,0,0,1,0,0,0,0,1
2008-02-11,Sabah,6,3,3,2,4,12,1,0,0,0,31
2008-02-12,Sabah,3,5,6,2,1,0,0,0,1,0,18
2008-02-13,Sabah,18,8,6,9,2,1,3,0,0,0,47
2008-02-14,Sabah,8,4,0,2,3,0,0,0,0,0,17
2008-02-15,Sabah,74,4,6,2,5,2,1,0,0,0,94
2008-02-16,Sabah,14,6,6,2,5,2,0,0,0,0,35
2008-02-17,Sabah,6,1,9,1,1,1,0,0,0,0,19
2008-02-18,Sabah,92,8,5,4,2,1,2,0,0,0,114
2008-02-19,Sabah,120,10,0,1,1,0,0,0,0,1,133
2008-02-20,Sabah,3,1,1,1,0,0,2,0,0,0,8
2008-02-21,Sabah,13,0,2,2,1,1,0,0,0,0,19
2008-02-22,Sabah,7,5,4,5,1,0,1,0,0,0,23
2008-02-23,Sabah,24,1,0,0,0,0,0,0,0,0,25
2008-02-24,Sabah,70,6,1,2,0,1,0,0,0,0,80
2008-02-25,Sabah,17,10,8,8,0,1,1,0,0,0,45
2008-02-26,Sabah,6,8,3,3,1,2,0,0,0,0,23
2008-02-27,Sabah,1,2,0,1,2,0,0,0,0,0,6
2008-02-28,Sabah,7,5,9,3,1,3,3,0,1,0,32
2008-02-29,Sabah,17,9,2,0,0,0,0,0,0,0,28
2008-03-01,Sabah,6,8,3,8,3,2,0,2,0,0,32
2008-03-02,Sabah,10,6,4,0,5,3,0,2,0,0,30
2008-03-03,Sabah,38,26,16,16,3,2,0,0,0,5,106
2008-03-04,Sabah,20,0,1,1,0,0,1,0,0,0,23
2008-03-05,Sabah,8,6,0,2,0,8,1,0,0,0,25
2008-03-06,Sabah,7,17,9,7,13,5,2,1,0,0,61
2008-03-07,Sabah,11,6,7,1,1,3,1,0,0,0,30
2008-03-08,Sabah,1,0,0,0,1,0,0,0,0,0,2
2008-03-09,Sabah,7,11,6,4,8,1,6,6,0,0,49
2008-03-10,Sabah,74,5,0,0,2,0,0,0,0,0,81
2008-03-11,Sabah,9,2,3,1,1,0,0,0,0,0,16
2008-03-12,Sabah,102,10,6,5,2,5,0,0,0,0,130
2008-03-13,Sabah,2,5,3,1,3,0,1,0,0,0,15
2008-03-14,Sabah,8,2,3,1,0,1,0,0,0,0,15
2008-03-15,Sabah,53,34,19,11,6,2,0,2,0,0,127
2008-03-16,Sabah,47,26,25,11,11,8,6,1,0,0,135
2008-03-17,Sabah,3,4,8,1,5,7,3,0,0,0,31
2008-03-18,Sabah,14,0,0,1,1,0,1,0,0,0,17
2008-03-19,Sabah,195,6,4,1,2,2,2,0,0,2,214
2008-03-20,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-03-21,Sabah,1,0,0,0,0,0,0,0,0,0,1
2008-03-22,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-03-23,Sabah,7,5,3,4,9,3,5,3,0,0,39
2008-03-24,Sabah,0,2,2,3,1,4,0,1,0,0,13
2008-03-25,Sabah,94,14,4,6,6,5,3,0,0,0,132
2008-03-26,Sabah,3,2,1,0,1,0,0,0,0,0,7
2008-03-27,Sabah,1,1,3,4,4,1,1,0,0,0,15
2008-03-28,Sabah,6,2,0,1,2,0,0,0,0,0,11
2008-03-29,Sabah,10,1,2,6,0,1,2,0,0,0,22
2008-03-30,Sabah,22,12,6,2,6,1,0,0,0,0,49
2008-03-31,Sabah,1,2,1,2,0,1,0,0,0,0,7
2008-04-01,Sabah,17,0,1,0,0,1,0,0,0,0,19
2008-04-02,Sabah,8,2,0,1,0,0,0,0,0,0,11
2008-04-03,Sabah,11,5,6,3,2,2,2,0,0,0,31
2008-04-04,Sabah,34,7,3,1,2,0,0,0,0,0,47
2008-04-05,Sabah,0,1,0,0,1,0,0,0,0,0,2
2008-04-06,Sabah,27,9,11,8,7,3,3,2,0,0,70
2008-04-07,Sabah,1,1,1,0,0,0,1,0,0,0,4
2008-04-08,Sabah,4,9,7,4,9,0,3,0,0,0,36
2008-04-09,Sabah,38,10,8,3,6,1,1,2,0,0,69
2008-04-10,Sabah,5,2,2,4,6,4,4,1,0,0,28
2008-04-11,Sabah,1,0,0,0,1,0,0,0,0,0,2
2008-04-12,Sabah,15,5,1,7,2,0,0,0,0,0,30
2008-04-13,Sabah,14,9,6,9,5,4,0,1,0,0,48
2008-04-14,Sabah,10,6,6,5,2,1,3,0,0,0,33
2008-04-15,Sabah,0,1,0,0,1,1,0,0,0,0,3
2008-04-16,Sabah,4,6,3,5,6,3,1,1,1,0,30
2008-04-17,Sabah,8,11,8,2,5,3,1,0,0,0,38
2008-04-18,Sabah,41,4,0,1,0,1,0,0,0,0,47
2008-04-19,Sabah,17,18,5,5,2,1,0,0,0,0,48
2008-04-20,Sabah,1,2,2,0,6,2,3,0,0,0,16
2008-04-21,Sabah,7,5,3,1,2,3,0,1,0,0,22
2008-04-22,Sabah,12,1,1,2,2,0,1,0,0,0,19
2008-04-23,Sabah,3,1,3,2,1,1,2,0,0,0,13
2008-04-24,Sabah,0,0,0,0,1,0,0,0,0,0,1
2008-04-25,Sabah,11,1,0,3,1,0,0,0,0,2,18
2008-04-26,Sabah,15,8,7,7,4,0,1,0,0,0,42
2008-04-27,Sabah,11,10,6,4,0,0,0,0,0,0,31
2008-04-28,Sabah,2,1,2,0,0,0,0,0,0,0,5
2008-04-29,Sabah,1,1,4,4,6,2,0,0,0,0,18
2008-04-30,Sabah,9,9,11,10,7,5,0,1,0,0,52
2008-05-01,Sabah,10,18,9,7,3,1,2,1,0,2,53
2008-05-02,Sabah,1,3,2,2,0,0,0,0,0,0,8
2008-05-03,Sabah,1,1,0,1,0,0,0,0,0,0,3
2008-05-04,Sabah,3,2,2,4,1,3,1,1,0,0,17
2008-05-05,Sabah,0,1,2,1,1,0,0,0,0,0,5
2008-05-06,Sabah,0,1,2,1,3,1,2,0,0,0,10
2008-05-07,Sabah,42,3,4,7,2,2,1,0,0,0,61
2008-05-08,Sabah,21,15,9,5,3,4,1,2,0,0,60
2008-05-09,Sabah,24,3,2,2,1,2,0,0,0,0,34
2008-05-10,Sabah,31,7,7,6,6,2,2,2,1,0,64
2008-05-11,Sabah,6,6,4,9,9,4,4,2,1,1,46
2008-05-12,Sabah,5,2,3,4,0,2,0,0,0,0,16
2008-05-13,Sabah,10,4,1,5,4,3,2,0,0,1,30
2008-05-14,Sabah,53,0,0,0,0,0,0,0,0,0,53
2008-05-15,Sabah,62,11,10,17,5,4,1,3,0,2,115
2008-05-16,Sabah,10,16,6,12,9,6,4,0,0,0,63
2008-05-17,Sabah,9,0,0,1,1,2,0,1,0,0,14
2008-05-18,Sabah,0,0,3,2,1,0,0,0,0,0,6
2008-05-19,Sabah,17,21,14,18,9,17,8,6,1,1,112
2008-05-20,Sabah,14,2,2,1,0,0,0,0,0,0,19
2008-05-21,Sabah,8,2,1,3,3,6,1,1,0,0,25
2008-05-22,Sabah,4,2,1,1,2,1,0,0,0,0,11
2008-05-23,Sabah,6,7,2,1,0,1,1,1,0,0,19
2008-05-24,Sabah,4,2,1,1,4,0,0,0,0,0,12
2008-05-25,Sabah,4,2,7,4,6,2,1,0,0,0,26
2008-05-26,Sabah,5,3,4,4,1,0,0,0,0,4,21
2008-05-27,Sabah,9,0,1,0,2,0,1,0,0,0,13
2008-05-28,Sabah,33,0,0,0,0,1,0,0,0,0,34
2008-05-29,Sabah,2,4,1,0,1,0,0,0,0,0,8
2008-05-30,Sabah,4,4,3,1,1,1,0,0,0,0,14
2008-05-31,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-06-02,Sabah,1,4,1,4,3,2,1,0,0,0,16
2008-06-03,Sabah,12,6,7,4,1,3,1,0,0,0,34
2008-06-04,Sabah,8,0,0,0,1,3,1,0,0,0,13
2008-06-05,Sabah,7,5,0,2,0,0,1,1,0,0,16
2008-06-06,Sabah,2,4,3,4,0,2,0,0,1,0,16
2008-06-07,Sabah,0,0,0,1,0,0,0,0,0,0,1
2008-06-08,Sabah,14,9,8,3,6,7,7,1,0,1,56
2008-06-09,Sabah,5,1,1,5,2,0,0,0,0,0,14
2008-06-10,Sabah,4,4,6,3,3,1,2,0,0,0,23
2008-06-11,Sabah,10,5,2,1,5,2,1,0,0,0,26
2008-06-12,Sabah,12,0,0,0,0,3,0,0,0,0,15
2008-06-13,Sabah,0,4,2,0,0,0,1,0,0,0,7
2008-06-14,Sabah,29,9,10,15,7,3,5,2,0,0,80
2008-06-15,Sabah,17,9,7,9,10,5,12,3,0,0,72
2008-06-16,Sabah,1,4,0,0,2,0,0,0,0,0,7
2008-06-17,Sabah,7,0,0,0,0,0,0,0,0,0,7
2008-06-18,Sabah,12,2,0,3,0,0,0,0,0,0,17
2008-06-19,Sabah,3,1,1,0,0,0,0,0,0,0,5
2008-06-20,Sabah,2,3,2,2,1,0,0,0,0,0,10
2008-06-21,Sabah,7,4,5,5,2,2,1,0,0,0,26
2008-06-22,Sabah,8,1,7,7,2,0,2,0,0,0,27
2008-06-23,Sabah,10,4,4,1,2,2,0,0,0,0,23
2008-06-24,Sabah,19,11,3,5,3,3,1,0,0,0,45
2008-06-25,Sabah,64,11,1,0,0,2,0,0,0,0,78
2008-06-26,Sabah,3,5,3,3,4,2,1,0,0,0,21
2008-06-27,Sabah,15,4,1,0,3,4,0,0,0,0,27
2008-06-28,Sabah,7,1,3,1,2,0,0,0,0,1,15
2008-06-29,Sabah,7,17,10,6,4,4,2,0,0,0,50
2008-06-30,Sabah,1,0,0,0,0,0,0,0,0,0,1
2008-07-01,Sabah,0,4,2,4,1,2,0,0,0,0,13
2008-07-02,Sabah,6,1,5,11,10,3,5,1,0,0,42
2008-07-03,Sabah,3,6,2,1,1,0,0,0,0,0,13
2008-07-04,Sabah,12,1,0,0,0,0,0,0,0,0,13
2008-07-05,Sabah,2,3,1,4,4,3,1,0,0,0,18
2008-07-06,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-07-07,Sabah,4,2,1,1,0,1,0,0,0,0,9
2008-07-08,Sabah,8,0,3,2,2,3,0,0,0,0,18
2008-07-09,Sabah,4,3,2,2,6,0,0,0,0,0,17
2008-07-10,Sabah,1,1,1,2,1,0,0,0,0,0,6
2008-07-11,Sabah,1,0,1,0,0,0,0,0,0,0,2
2008-07-12,Sabah,5,9,6,5,3,0,1,0,0,0,29
2008-07-13,Sabah,9,4,4,2,0,0,0,0,0,0,19
2008-07-14,Sabah,32,15,21,17,10,2,4,4,0,5,110
2008-07-15,Sabah,26,3,3,1,0,0,0,0,0,0,33
2008-07-16,Sabah,5,1,1,6,4,2,0,1,0,0,20
2008-07-17,Sabah,31,4,2,1,0,0,0,1,1,0,40
2008-07-18,Sabah,1,2,0,1,1,0,0,0,0,0,5
2008-07-19,Sabah,5,4,2,5,2,0,1,0,0,0,19
2008-07-20,Sabah,10,4,4,2,2,2,2,1,0,0,27
2008-07-21,Sabah,1,6,4,2,2,0,0,0,0,0,15
2008-07-22,Sabah,23,14,13,7,1,0,0,0,0,0,58
2008-07-23,Sabah,156,5,3,1,1,3,0,0,0,0,169
2008-07-24,Sabah,1,4,2,2,0,2,0,0,0,0,11
2008-07-25,Sabah,3,11,6,4,4,0,0,0,0,0,28
2008-07-26,Sabah,20,10,19,13,12,8,14,0,2,0,98
2008-07-27,Sabah,11,4,2,1,2,0,0,1,0,2,23
2008-07-28,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-07-29,Sabah,6,2,1,4,0,2,0,0,0,0,15
2008-07-30,Sabah,4,3,1,2,1,1,0,0,0,0,12
2008-07-31,Sabah,1,3,2,3,1,1,3,1,0,0,15
2008-08-01,Sabah,5,3,5,2,1,1,0,0,0,0,17
2008-08-02,Sabah,38,7,4,0,1,0,0,1,0,0,51
2008-08-03,Sabah,13,9,4,6,3,3,3,2,0,0,43
2008-08-04,Sabah,44,1,1,2,0,0,0,0,0,0,48
2008-08-05,Sabah,16,8,3,3,3,2,0,1,0,0,36
2008-08-06,Sabah,31,4,2,0,0,0,0,0,0,0,37
2008-08-07,Sabah,29,37,18,11,7,12,5,1,0,0,120
2008-08-08,Sabah,34,5,4,1,0,5,0,0,0,0,49
2008-08-09,Sabah,23,0,0,0,0,0,0,0,0,0,23
2008-08-10,Sabah,11,0,0,0,0,0,0,0,0,0,11
2008-08-11,Sabah,5,3,2,0,2,0,0,0,0,0,12
2008-08-12,Sabah,142,5,1,0,1,0,0,0,0,0,149
2008-08-13,Sabah,12,7,0,3,1,0,2,0,0,0,25
2008-08-14,Sabah,2,0,2,1,0,0,0,0,0,0,5
2008-08-15,Sabah,12,6,3,3,1,0,0,0,0,0,25
2008-08-16,Sabah,5,3,3,1,2,0,0,0,0,0,14
2008-08-17,Sabah,25,14,8,10,6,7,0,2,0,0,72
2008-08-18,Sabah,0,1,1,1,0,1,0,0,0,0,4
2008-08-19,Sabah,4,2,3,1,0,1,0,0,0,0,11
2008-08-20,Sabah,29,2,2,1,1,0,0,0,0,0,35
2008-08-21,Sabah,3,6,4,1,1,0,0,0,0,0,15
2008-08-22,Sabah,18,10,6,2,1,1,0,0,0,0,38
2008-08-23,Sabah,25,5,4,5,3,0,0,0,0,1,43
2008-08-24,Sabah,2,1,0,1,1,1,0,0,1,0,7
2008-08-25,Sabah,0,1,0,0,0,0,0,0,0,0,1
2008-08-26,Sabah,1,1,0,2,0,1,0,0,0,0,5
2008-08-27,Sabah,11,10,7,7,3,1,2,0,0,0,41
2008-08-28,Sabah,2,3,4,6,6,7,2,0,0,0,30
2008-08-29,Sabah,2,2,2,1,0,3,1,0,0,0,11
2008-08-30,Sabah,256,128,63,37,43,39,23,5,0,3,597
2008-08-31,Sabah,8,2,8,2,0,2,2,0,0,0,24
2008-09-01,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-09-02,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-09-03,Sabah,7,0,1,0,0,0,0,0,0,0,8
2008-09-04,Sabah,1,0,1,0,0,0,1,0,0,0,3
2008-09-05,Sabah,0,0,1,0,0,1,0,0,0,0,2
2008-09-06,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-09-07,Sabah,11,9,0,2,3,3,2,1,0,0,31
2008-09-08,Sabah,16,2,1,2,1,1,0,0,0,0,23
2008-09-09,Sabah,38,1,1,0,0,0,0,0,0,0,40
2008-09-10,Sabah,72,0,0,0,1,0,0,0,0,1,74
2008-09-11,Sabah,5,5,0,2,2,0,0,0,0,0,14
2008-09-12,Sabah,1,3,2,1,1,1,0,0,0,0,9
2008-09-13,Sabah,8,3,2,1,2,3,2,0,0,0,21
2008-09-14,Sabah,30,6,2,7,5,3,2,2,0,0,57
2008-09-15,Sabah,2,0,4,1,2,0,0,0,0,0,9
2008-09-16,Sabah,1,3,4,5,6,5,5,2,0,1,32
2008-09-17,Sabah,2,0,0,0,0,0,0,0,0,0,2
2008-09-18,Sabah,5,3,0,1,0,0,0,0,0,0,9
2008-09-19,Sabah,1,0,2,1,2,1,1,0,0,0,8
2008-09-20,Sabah,16,5,3,2,1,1,2,0,0,0,30
2008-09-21,Sabah,27,8,6,4,5,12,3,0,0,0,65
2008-09-22,Sabah,23,0,1,0,1,2,0,0,0,0,27
2008-09-23,Sabah,5,0,1,0,1,0,0,0,0,0,7
2008-09-24,Sabah,0,0,0,1,1,0,0,0,0,0,2
2008-09-25,Sabah,0,0,0,1,0,0,0,0,0,0,1
2008-09-26,Sabah,1,0,0,1,0,0,0,0,0,0,2
2008-09-27,Sabah,20,10,19,9,6,4,3,1,0,0,72
2008-09-28,Sabah,6,2,2,2,0,4,2,1,0,0,19
2008-09-29,Sabah,1,0,0,0,0,0,0,0,0,0,1
2008-09-30,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-10-01,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-10-02,Sabah,1,1,1,1,0,0,0,0,0,0,4
2008-10-03,Sabah,0,0,1,0,0,0,0,0,0,0,1
2008-10-04,Sabah,1,0,0,0,0,0,0,0,0,0,1
2008-10-05,Sabah,5,3,2,5,1,1,0,0,0,0,17
2008-10-06,Sabah,4,5,6,6,1,2,2,0,0,0,26
2008-10-07,Sabah,0,1,1,1,0,0,0,0,0,0,3
2008-10-08,Sabah,1,3,2,0,1,2,1,2,0,0,12
2008-10-09,Sabah,15,2,1,2,2,0,0,0,0,0,22
2008-10-10,Sabah,13,4,0,0,0,1,0,0,0,0,18
2008-10-11,Sabah,17,12,6,4,4,5,1,0,0,1,50
2008-10-12,Sabah,2,0,1,1,1,1,0,0,0,0,6
2008-10-13,Sabah,2,3,1,2,3,0,0,0,0,0,11
2008-10-14,Sabah,6,4,2,1,2,1,1,1,0,0,18
2008-10-15,Sabah,4,5,5,3,1,2,0,0,0,0,20
2008-10-16,Sabah,3,3,0,1,2,0,3,0,0,0,12
2008-10-17,Sabah,11,5,5,3,1,2,0,0,0,0,27
2008-10-18,Sabah,6,4,1,0,2,0,0,0,0,0,13
2008-10-19,Sabah,3,2,0,2,0,0,0,0,0,0,7
2008-10-20,Sabah,12,5,0,1,1,1,0,0,0,0,20
2008-10-21,Sabah,4,7,3,3,3,2,0,2,0,0,24
2008-10-22,Sabah,3,3,4,4,2,2,0,0,0,0,18
2008-10-23,Sabah,18,28,15,18,1,4,0,0,0,5,89
2008-10-24,Sabah,15,2,1,0,0,0,0,0,0,0,18
2008-10-25,Sabah,18,9,6,3,2,1,0,0,0,0,39
2008-10-26,Sabah,26,32,16,11,11,6,9,0,0,0,111
2008-10-27,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-10-28,Sabah,19,0,2,1,1,1,1,0,0,0,25
2008-10-29,Sabah,16,3,1,1,1,1,0,0,0,0,23
2008-10-30,Sabah,6,1,4,2,2,1,0,0,0,0,16
2008-10-31,Sabah,2,4,2,1,1,0,0,0,0,0,10
2008-11-01,Sabah,17,16,3,11,0,2,1,0,0,0,50
2008-11-02,Sabah,30,48,30,29,19,7,6,3,1,0,173
2008-11-03,Sabah,1,1,0,1,0,0,0,0,0,0,3
2008-11-04,Sabah,2,4,0,0,0,1,0,0,0,0,7
2008-11-05,Sabah,4,8,5,3,4,0,1,0,0,0,25
2008-11-06,Sabah,7,5,0,0,2,0,0,0,0,0,14
2008-11-07,Sabah,4,1,2,0,0,1,0,0,0,0,8
2008-11-08,Sabah,2,2,0,1,0,0,0,0,0,0,5
2008-11-09,Sabah,7,2,4,4,1,0,1,0,0,0,19
2008-11-10,Sabah,10,1,0,1,0,0,0,0,0,0,12
2008-11-11,Sabah,3,0,2,0,2,3,0,0,0,0,10
2008-11-12,Sabah,1,1,2,5,1,1,0,0,0,0,11
2008-11-13,Sabah,3,6,5,3,1,2,1,0,0,0,21
2008-11-14,Sabah,4,3,1,0,0,0,0,1,0,0,9
2008-11-15,Sabah,0,0,0,0,0,0,0,0,0,0,0
2008-11-16,Sabah,3,6,6,6,9,0,2,0,0,0,32
2008-11-17,Sabah,4,3,4,3,1,0,1,0,0,0,16
2008-11-18,Sabah,10,2,3,0,0,0,0,0,0,0,15
2008-11-19,Sabah,6,10,5,1,0,2,0,0,0,0,24
2008-11-20,Sabah,8,3,3,2,1,0,0,0,0,0,17
2008-11-21,Sabah,9,11,7,7,5,0,0,0,0,0,39
2008-11-22,Sabah,24,5,2,0,1,1,0,0,0,0,33
2008-11-23,Sabah,10,9,3,9,3,3,1,1,0,0,39
2008-11-24,Sabah,2,1,1,2,1,0,0,0,0,0,7
2008-11-25,Sabah,2,1,0,1,1,0,0,1,0,0,6
2008-11-26,Sabah,10,10,2,2,2,3,0,0,0,0,29
2008-11-27,Sabah,0,1,0,0,0,0,0,0,0,0,1
2008-11-28,Sabah,5,2,5,3,2,1,0,1,0,0,19
2008-11-29,Sabah,1,4,4,2,0,0,0,0,0,0,11
